iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,new_tests,total_tests,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations
LAO,Laos,10/3/2021,25217,301,22,1,,,0.159,6.3,people tested,,,,
LAO,Laos,10/4/2021,25524,307,22,0,,576260,0.134,7.5,people tested,,,,
LAO,Laos,10/5/2021,25987,463,22,0,9820,586080,0.1,10,people tested,,,,
LAO,Laos,10/6/2021,26462,475,23,1,,,0.083,12,people tested,,,,
LAO,Laos,10/7/2021,26876,414,23,0,,601260,0.075,13.2,people tested,,,,
LAO,Laos,10/8/2021,27607,731,24,1,,,0.081,12.3,people tested,,,,
LAO,Laos,10/9/2021,27607,0,24,0,,,0.067,15,people tested,,,,
LAO,Laos,10/10/2021,28540,933,26,2,,612410,0.083,12.1,people tested,,,,
LAO,Laos,10/11/2021,28849,309,30,4,,,0.082,12.2,people tested,,,,
LAO,Laos,10/12/2021,29398,549,33,3,,621250,0.097,10.3,people tested,,,,
LAO,Laos,10/13/2021,29964,566,35,2,,,0.102,9.8,people tested,,3091161,2343258,
LAO,Laos,10/14/2021,30615,651,36,1,,634530,0.112,8.9,people tested,,,,
LAO,Laos,10/15/2021,31188,573,36,0,,,0.106,9.4,people tested,,,,
LAO,Laos,10/16/2021,31736,548,38,2,,,0.121,8.2,people tested,,,,
LAO,Laos,10/17/2021,32029,293,40,2,,646750,0.102,9.8,people tested,,,,
LAO,Laos,10/18/2021,32314,285,40,0,,,0.105,9.5,people tested,,,,
LAO,Laos,10/19/2021,32971,657,45,5,,652670,0.114,8.8,people tested,,,,
LAO,Laos,10/20/2021,33606,635,47,2,,,0.131,7.6,people tested,,,,
LAO,Laos,10/21/2021,33998,392,49,2,,,0.14,7.2,people tested,,3178111,2698846,
LAO,Laos,10/22/2021,34518,520,49,0,,,0.144,6.9,people tested,,,,
LAO,Laos,10/23/2021,34985,467,50,1,,,0.147,6.8,people tested,,,,
LAO,Laos,10/24/2021,35633,648,52,2,,,0.171,5.8,people tested,,,,
LAO,Laos,10/25/2021,36248,615,53,1,,670820,0.186,5.4,people tested,,,,
LAO,Laos,10/26/2021,37018,770,56,3,,,0.191,5.2,people tested,,,,
LAO,Laos,10/27/2021,37751,733,59,3,,676930,0.195,5.1,people tested,,,,
LAO,Laos,10/28/2021,38281,530,59,0,11110,688040,0.146,6.8,people tested,,3251958,2776646,
LAO,Laos,10/29/2021,38728,447,61,2,,,0.129,7.7,people tested,,,,
LAO,Laos,10/30/2021,39586,858,62,1,,,0.128,7.8,people tested,,,,
LAO,Laos,10/31/2021,40271,685,65,3,,706970,0.118,8.4,people tested,,,,
LAO,Laos,11/1/2021,40956,685,67,2,,,0.116,8.6,people tested,,,,
LAO,Laos,11/2/2021,41829,873,70,3,,,0.115,8.7,people tested,,,,
LAO,Laos,11/3/2021,42891,1062,73,3,,,0.12,8.4,people tested,,,,
LAO,Laos,11/4/2021,44061,1170,76,3,,724200,0.16,6.3,people tested,,,,
LAO,Laos,11/5/2021,45020,959,77,1,,,0.178,5.6,people tested,,,,
LAO,Laos,11/6/2021,45980,960,81,4,,,0.185,5.4,people tested,,,,
LAO,Laos,11/7/2021,47056,1076,82,1,,,0.201,5,people tested,,,,
LAO,Laos,11/8/2021,47842,786,86,4,,746250,0.197,5.1,people tested,,,,
LAO,Laos,11/9/2021,48892,1050,89,3,,,0.201,5,people tested,,,,
LAO,Laos,11/10/2021,50031,1139,91,2,,,0.203,4.9,people tested,,,,
LAO,Laos,11/11/2021,50977,946,93,2,,759590,0.195,5.1,people tested,,,,
LAO,Laos,11/12/2021,52175,1198,94,1,,,0.227,4.4,people tested,,,,
LAO,Laos,11/13/2021,53207,1032,96,2,,,0.261,3.8,people tested,,,,
LAO,Laos,11/14/2021,54192,985,99,3,,,0.299,3.3,people tested,,,,
LAO,Laos,11/15/2021,55018,826,104,5,,766320,0.358,2.8,people tested,,,,
LAO,Laos,11/16/2021,56324,1306,110,6,,,,,,,,,
LAO,Laos,11/17/2021,57397,1073,112,2,,,,,,,,,
MMR,Myanmar,6/1/2021,143751,122,3217,0,2016,2623429,0.046,21.7,samples tested,,,,
MMR,Myanmar,6/2/2021,143823,72,3218,1,1591,2625020,0.049,20.5,samples tested,,,,
MMR,Myanmar,6/3/2021,143945,122,3221,3,1448,2626468,0.053,18.8,samples tested,,,,
MMR,Myanmar,6/4/2021,144157,212,3221,0,1778,2628246,0.064,15.7,samples tested,,,,
MMR,Myanmar,6/5/2021,144253,96,3223,2,1484,2629730,0.066,15.1,samples tested,3368042,1840758,1527284,
MMR,Myanmar,6/6/2021,144317,64,3225,2,1077,2630807,0.067,15,samples tested,,,,
MMR,Myanmar,6/7/2021,144456,139,3227,2,2216,2633023,0.071,14,samples tested,,,,
MMR,Myanmar,6/8/2021,144579,123,3228,1,2022,2635045,0.071,14,samples tested,,,,
MMR,Myanmar,6/9/2021,144715,136,3233,5,1746,2636791,0.076,13.2,samples tested,,,,
MMR,Myanmar,6/10/2021,144876,161,3237,4,2347,2639138,0.073,13.6,samples tested,,,,
MMR,Myanmar,6/11/2021,145064,188,3239,2,2781,2641919,0.066,15.1,samples tested,,,,
MMR,Myanmar,6/12/2021,145230,166,3241,2,3413,2645332,0.063,16,samples tested,,,,
MMR,Myanmar,6/13/2021,145603,373,3244,3,2902,2648234,0.074,13.6,samples tested,,,,
MMR,Myanmar,6/14/2021,145826,223,3248,4,2819,2651053,0.076,13.2,samples tested,,,,
MMR,Myanmar,6/15/2021,146051,225,3248,0,3199,2654252,0.077,13,samples tested,,,,
MMR,Myanmar,6/16/2021,146406,355,3250,2,3556,2657808,0.08,12.4,samples tested,,,,
MMR,Myanmar,6/17/2021,146768,362,3250,0,4176,2661984,0.083,12.1,samples tested,,,,
MMR,Myanmar,6/18/2021,147069,301,3251,1,4443,2666427,0.082,12.2,samples tested,,,,
MMR,Myanmar,6/19/2021,147615,546,3258,7,4844,2671271,0.092,10.9,samples tested,,,,
MMR,Myanmar,6/20/2021,148022,407,3262,4,3431,2674702,0.091,10.9,samples tested,,,,
MMR,Myanmar,6/21/2021,148617,595,3265,3,4964,2679666,0.098,10.3,samples tested,,,,
MMR,Myanmar,6/22/2021,149247,630,3267,2,5090,2684756,0.105,9.5,samples tested,,,,
MMR,Myanmar,6/23/2021,149927,680,3269,2,5036,2689792,0.11,9.1,samples tested,,,,
MMR,Myanmar,6/24/2021,150714,787,3275,6,5754,2695546,0.118,8.5,samples tested,,,,
MMR,Myanmar,6/25/2021,151573,859,3282,7,5854,2701400,0.129,7.8,samples tested,,,,
MMR,Myanmar,6/26/2021,152356,783,3290,8,5555,2706955,0.133,7.5,samples tested,,,,
MMR,Myanmar,6/27/2021,153160,804,3297,7,4629,2711584,0.139,7.2,samples tested,,,,
MMR,Myanmar,6/28/2021,154385,1225,3309,12,6586,2718170,0.15,6.7,samples tested,,,,
MMR,Myanmar,6/29/2021,155697,1312,3320,11,8232,2726402,0.155,6.5,samples tested,,,,
MMR,Myanmar,6/30/2021,157277,1580,3334,14,7924,2734326,0.165,6.1,samples tested,,,,
MMR,Myanmar,7/1/2021,159347,2070,3347,13,9457,2743783,0.179,5.6,samples tested,3500000,,,
MMR,Myanmar,7/2/2021,161210,1863,3364,17,9146,2752929,0.187,5.3,samples tested,,,,
